Reporting Year,Building ID,Building Status,Property Address Street*,Property Address City*,Property Address Postal Code*, Assessor Gross Floor Area* , Reported Gross Floor Area** ,Primary Property Type**,Energy Star Certification - Years Certified**,Energy Star Certification Recent**,Energy Star Score**,Site EUI**,Source EUI**,Weather Normalized Site EUI**,Weather Normalized Source EUI**,Total GHG Emissions**, Electricity Use Grid Purchase and Onsite (KWh)** , Electricity Use Grid Purchase (KWh)** , Natural Gas Use (kBtu)** , Natural Gas Use (therms)** ,District Chilled Water Use**,District Hot Water Use**,District Steam Use**,Indoor Water Use All Water Sources**,Indoor Water Intensity All Water Sources**,Outdoor Water Use All Water Sources**,Water Use**,Water Score**
2023,M10183,in compliance,2140 Nw 12 Ave,Miami,33142,"195,356","125,376",Refrigerated Warehouse,0,0,0,56.7,158.7,55.6,155.6,789.9,"2,082,181","2,082,181", -   , -   ,0,0,0,0,0,0,1689.2,0
2023,M10186,in compliance,218 Nw 8 St,Miami,33136,"369,564","516,808",Multifamily Housing,0,0,82,33,92.5,32.2,90.1,1897.5,"5,002,035","5,002,034", -   , -   ,0,0,0,0,0,0,9931.2,83
2023,M10195,in compliance,222 Ne 25 St,Miami,33137,"180,646","180,646",Other - Lodging/Residential,0,0,0,27.5,77.1,26.7,74.7,554.1,"1,457,404","1,457,404", -   , -   ,0,0,0,0,0,0,7157,0
2023,M10199,in compliance,2263 Sw 37 Ave,Miami,33145,"207,265","201,775",Multifamily Housing,0,0,95,40.1,112.4,40.1,112.4,902.4,"2,373,494","2,373,494", -   , -   ,0,0,0,0,0,0,7420.2,74
2023,M10218,in compliance,244 Nw 72 Ter,Miami,33150,"135,938","135,938",Multifamily Housing,0,0,77,40.9,114.5,40.9,114.5,619.4,"1,629,126","1,629,126", -   , -   ,0,0,0,0,0,0,6915.4,51
2023,M10220,in compliance,2475 Brickell Ave,Miami,33129,"1,007,453","222,035",Multifamily Housing,0,0,18,56.5,158.1,55.5,155.4,1394.3,"3,675,489","3,675,489", -   , -   ,0,0,0,0,0,0,10467.8,10
2023,M10223,in compliance,250 Ne 25 St,Miami,33137,"414,493","227,518",Other - Lodging/Residential,0,0,0,49,137.3,47.4,132.8,1243,"3,269,466","3,269,466", -   , -   ,0,0,0,0,0,0,18743.4,0
2023,M10227,in compliance,2507 Nw 16 Street Rd,Miami,33125,"137,481","137,481",Multifamily Housing,0,0,43,53.8,150.5,52.7,147.6,823.5,"2,166,000","2,166,000", -   , -   ,0,0,0,15990,116.3,0,15990,6
2023,M10228,in compliance,2525 Sw 3 Ave,Miami,33129,"465,774","465,774",Other - Lodging/Residential,0,0,0,16.1,44.2,15.8,43.3,821.1,"2,126,577","2,126,577","237,490","2,375",0,0,0,326.8,0.7,0,6677.2,0
2023,M10230,in compliance,255 Ne 1 St,Miami,33132,"257,712","257,712",Parking,0,0,0,3.5,9.7,3.5,9.7,99.7,"262,727","262,727", -   , -   ,0,0,0,0,0,0,82.5,0
2023,M10231,in compliance,100 Chopin Plaza,Miami,33131,"465,000","995,000",Hotel,0,0,47,89.7,184.8,90.2,183.2,7743.2,"15,098,040","15,098,035","37,711,023","377,110",0,0,0,0,0,0,53315.1,0
2023,M10236,in compliance,2601 S Bayshore Dr,Miami,33133,"2,323,805","304,740",Office,2018,2018,81,58,162.4,57.2,160,1969.6,"5,180,351","5,180,350", -   , -   ,0,0,0,8874461.3,29121.4,829366.1,9703827.3,0
2023,M10240,in compliance,2627 S. Bayshore Dr.,Miami,33133,"881,103","411,696",Multifamily Housing,0,0,37,58.8,153.7,59.5,154.8,2547.1,"6,343,602","6,343,601","2,547,708","25,477",0,0,0,0,0,0,16719.3,49
2023,M10243,in compliance,2649 S Bayshore Dr,Miami,33133,"212,955","212,955",Hotel,0,0,76,61,151.3,60.3,148.7,1309,"3,111,673","3,111,672","2,371,321","23,713",0,0,0,0,0,0,3580.2,0
2023,M10245,in compliance,2660 Sw 37 Ave,Miami,33134,"135,226","131,041",Multifamily Housing,0,0,86,30.4,85.2,30.1,84.2,444.4,"1,168,772","1,168,772", -   , -   ,0,0,0,0,0,0,3937.3,47
2023,M10255,in compliance,2700 N. Miami Ave.,Miami,33127,"249,614","94,000",Multifamily Housing,0,0,11,58.8,161.9,56.8,156.4,607.1,"1,577,073","1,577,072","141,830","1,418",0,0,0,0,0,0,5428.6,25
2023,M10256,in compliance,2700 Sw 23 Ter,Miami,33145,"204,628","204,628",Multifamily Housing,0,0,83,31.5,88.1,31.2,87.3,717.3,"1,886,630","1,886,630", -   , -   ,0,0,0,0,0,0,5054.5,46
2023,M10263,in compliance,2800 Biscayne Blvd,Miami,33137,"102,978","102,978",Mixed Use Property,0,0,76,44.7,125.2,43.4,121.6,513.2,"1,349,915","1,349,915", -   , -   ,0,0,0,0,0,0,1390.3,0
2023,M10264,in compliance,2801 Florida Ave,Miami,33133,"186,896","129,292",Multifamily Housing,0,0,99,24.6,68.8,23.8,66.5,353.1,"930,816","930,816", -   , -   ,0,0,0,0,0,517.5,517.5,100
2023,M10270,in compliance,2900 Sw 28 Ln,Miami,33133,"234,365","234,365",Multifamily Housing,0,0,84,31.4,87.8,31.4,87.8,818.9,"2,153,888","2,153,887", -   , -   ,0,0,0,0,0,0,129621.6,1
2023,M10277,in compliance,300 S. Biscayne Blvd,Miami,33131,"2,094,580","587,245",Multifamily Housing,0,0,44,52.6,147.3,51.2,143.4,3443.1,"9,056,210","9,056,209", -   , -   ,0,0,0,0,0,0,21637.4,41
2023,M10280,in compliance,3000 Sw 3 Ave,Miami,33129,"209,201","209,201",Multifamily Housing,0,0,89,31,86.7,30,84,722,"1,898,887","1,898,887", -   , -   ,0,0,0,0,0,0,5356.5,69
2023,M10282,in compliance,3031 Nw 19 Ave,Miami,33142,"113,440","113,440",Multifamily Housing,0,0,92,34.5,96.6,34.1,95.5,436.2,"1,147,303","1,147,303", -   , -   ,0,0,0,5787.3,51,0,5787.3,38
2023,M10299,in compliance,3232 Coral Way,Miami,33145,"312,426","100,539",Multifamily Housing,0,0,0,121.9,282,121.9,282,1235.5,"2,593,272","2,593,272","3,409,967","34,100",0,0,0,0,0,0,282852.6,0
2023,M10302,in compliance,3250 Ne 1 Ave,Miami,33137,"192,793","341,495",Multifamily Housing,0,0,8,65.6,180.7,63.9,175.7,2462.2,"6,395,521","6,395,520","576,820","5,768",0,0,0,0,0,0,27470.3,1
2023,M10304,in compliance,3260 Sw 8 St,Miami,33135,"571,872","571,872",Other,0,0,0,3.6,10,3.5,9.8,226.9,"596,729","596,729", -   , -   ,0,0,0,0,0,0,656.8,0
2023,M10307,in compliance,3301 Ne 1 Ave,Miami,33137,"1,179,690","609,562",Multifamily Housing,0,0,47,58,157.4,57,154,3838.7,"9,855,925","9,855,924","1,722,533","17,225",0,0,0,0,0,0,13671,91
2023,M10311,in compliance,333 Ne 24 St,Miami,33137,"738,020","150,626",Multifamily Housing,0,0,8,79.4,215.6,78.7,212.4,1298.8,"3,334,610","3,334,610","582,831","5,828",0,0,0,0,0,0,10744.9,6
2023,M10315,in compliance,3380 Nw 17 Ave,Miami,33142,"158,664","158,664",Multifamily Housing,0,0,100,21.2,59.5,20.9,58.6,375.6,"987,813","987,813", -   , -   ,0,0,0,0,0,0,4728.6,47
2023,M10316,in compliance,340 Biscayne Blvd,Miami,33132,"127,739","127,739",Hotel,0,0,22,131,248.9,129.7,245.4,1360.7,"2,382,625","2,382,625","8,602,017","86,020",0,0,0,807590.6,6322.2,0,807590.6,0
2023,M10318,in compliance,3401 N Miami Ave,Miami,33127,"763,761","763,761",Lifestyle Center,0,0,0,547.3,1532,544.3,1523.4,46566.3,"122,448,300","122,448,264","223,520","2,235",0,0,0,0,0,0,3569.7,0
2023,M10322,in compliance,350 S. Miami Ave,Miami,33130,"739,484","739,484",Multifamily Housing,0,0,75,36.9,100.2,36.3,97.9,2962.8,"7,608,594","7,608,593","1,318,157","13,182",0,0,0,0,0,0,40714.3,29
2023,M10325,in compliance,3500 Nw 37 Ave,Miami,33142,"224,313","223,955",Casino,0,0,0,117.6,320.3,114.6,311.8,2868.2,"7,382,523","7,382,522","1,155,151","11,552",0,0,0,864.9,3.9,0,864.9,0
2023,M10345,in compliance,3760 Bird Rd,Miami,33146,"334,370","434,220",Multifamily Housing,0,0,99,24.3,68,23.8,66.7,1175.7,"3,092,470","3,092,470", -   , -   ,0,0,0,0,0,0,7323.8,0
2023,M10346,in compliance,3780 Nw 22 Ave,Miami,33142,"106,046","101,127",Multifamily Housing,0,0,94,31.4,87.8,30.9,86.6,353.5,"929,868","929,868", -   , -   ,0,0,0,0,0,0,3592.3,0
2023,M10351,in compliance,40 Nw 3 St,Miami,33128,"332,452","40,300",Parking,0,0,0,130.2,364.5,122.4,342.7,583.2,"1,537,431","1,537,431", -   , -   ,0,0,0,0,0,0,933.8,0
2023,M10354,in compliance,400 Nw 2 Ave,Miami,33128,"132,610","132,610",Police Station,0,0,0,121.4,340,120.2,336.6,1794.5,"4,719,971","4,719,970", -   , -   ,0,0,0,0,0,0,1262.2,0
2023,M10356,in compliance,400 Nw 2 Ave,Miami,33128,"126,946","126,946",Police Station,0,0,0,82.1,229.7,80.8,226.2,1160.7,"3,052,783","3,052,782", -   , -   ,0,0,0,0,0,0,7372.1,0
2023,M10357,in compliance,400 Se 2 Ave,Miami,33131,"296,816","23,619",Performing Arts,0,0,0,871.6,2440.6,839.9,2351.8,2288.9,"6,033,844","6,033,844", -   , -   ,0,0,0,0,0,0,75740.8,0
2023,M10368,in compliance,423 Ne 23 St,Miami,33137,"105,132","105,132",Multifamily Housing,0,0,98,21.8,61.1,22.1,62,255.8,"672,681","672,681", -   , -   ,0,0,0,0,0,0,1691.9,55
2023,M10369,in compliance,425 Ne 22 St,Miami,33137,"556,956","541,558",Other - Lodging/Residential,0,0,0,28.3,79.3,27.5,77,1708.4,"4,493,582","4,493,582", -   , -   ,0,0,0,0,0,0,13572.5,0
2023,M10370,in compliance,4400 Biscayne Blvd,Miami,33137,"260,820","144,348",Other,0,0,0,77.3,216.3,77.3,216.3,1240,"3,268,746","3,268,745", -   , -   ,0,0,0,3199.9,22.2,169,3369,0
2023,M10373,in compliance,444 Sw 2 Ave,Miami,33130,"205,383","205,383",Office,0,0,49,71.1,199.1,69.7,195.1,1627.4,"4,280,463","4,280,463", -   , -   ,0,0,0,0,0,0,4207.8,0
2023,M10375,in compliance,445 Nw 4 St,Miami,33128,"264,180","264,180",Multifamily Housing,0,0,92,32.1,89.9,31.4,88,945,"2,485,598","2,485,598", -   , -   ,0,0,0,0,0,0,14082,27
2023,M10380,in compliance,450 Nw 37 Ave,Miami,33125,"300,303","300,303",Casino,0,0,0,101.6,274,99.8,268.8,3310.1,"8,424,117","8,424,116", -   , -   ,0,0,0,0,0,0,5276.7,0
2023,M10381,in compliance,4500 Biscayne Blvd,Miami,33137,"123,632","145,031",Office,0,0,91,25.6,71.7,24.9,69.7,413.2,"1,089,171","1,089,171", -   , -   ,0,0,0,393,2.7,0,393,0
2023,M10387,in compliance,4770 Biscayne Blvd,Miami,33137,"226,098","147,804",Office,0,0,52,62,173.7,59.5,166.7,1019.5,"2,687,686","2,687,686", -   , -   ,0,0,0,0,0,0,358650.4,0
2023,M10388,in compliance,479 Ne 30 St,Miami,33137,"133,241","133,241",Multifamily Housing,0,0,90,30.8,86.2,30.2,84.4,457,"1,201,950","1,201,950", -   , -   ,0,0,0,0,0,0,4380.2,44
2023,M10389,in compliance,480 Ne 30 St,Miami,33137,"543,622","253,677",Multifamily Housing,0,0,92,27.6,77.4,27.2,76.1,781.5,"2,055,604","2,055,604", -   , -   ,0,0,0,0,0,0,9622.4,12
2023,M10391,in compliance,490 Nw 36 St,Miami,33127,"112,819","112,819",Self-Storage Facility,0,0,0,6.6,18.5,6.3,17.6,82.9,"218,169","218,169", -   , -   ,0,0,0,12,0.1,0,12,0
2023,M10396,in compliance,50 Biscayne Blvd,Miami,33132,"2,539,933","895,031",Multifamily Housing,0,0,89,46.3,100.6,46.3,100.6,3750.4,"7,790,608","7,790,607","14,844,935","148,449",0,0,0,0,0,0,31676.5,40
2023,M10399,in compliance,50 Sw 12 St,Miami,33130,"261,512","113,160",Hotel,0,0,19,106.2,256.4,106.2,256.4,1184.6,"2,746,559","2,746,558","2,643,300","26,433",0,0,0,0,0,0,5779.4,0
2023,M10426,in compliance,555 Ne 34 St,Miami,33137,"833,802","369,845",Multifamily Housing,0,0,100,12.6,35,12.6,35,515.5,"1,350,051","1,350,051","42,301",423,0,0,0,0,0,0,9322,0
2023,M10427,in compliance,556 W Flagler St,Miami,33130,"163,455","163,455",Multifamily Housing,0,0,98,26.8,74.9,26,72.8,487.3,"1,281,577","1,281,577", -   , -   ,0,0,0,0,0,0,5490.2,66
2023,M10440,in compliance,60 Sw 13 St,Miami,33130,"2,365,360","657,110",Multifamily Housing,0,0,20,62.1,160.1,61.1,156.7,4246.5,"10,440,950","10,440,945","5,213,767","52,138",0,0,0,0,0,0,44210.5,2
2023,M10441,in compliance,600 Brickell Ave,Miami,33131,"1,346,294","719,266",Office,"2023, 2022, 2017, 2015",2023,82,62.5,175.1,61.9,173.3,5013.2,"13,185,800","13,185,799", -   , -   ,0,0,0,0,0,0,11721.2,0
2023,M10444,in compliance,600 Nw 6 St,Miami,33136,"135,393","256,945",Multifamily Housing,0,0,77,35.3,98.8,34.7,97.2,1010.3,"2,657,329","2,657,329", -   , -   ,0,0,0,0,0,0,14840.7,25
2023,M10448,in compliance,601 Sw 8 Ave,Miami,33130,"147,450","150,000",Other - Education,0,0,0,35.8,100,35.5,99.2,597.5,"1,568,580","1,568,580","20,725",207,0,0,0,823.5,5.5,0,1291.8,0
2023,M10450,in compliance,615 Ne 22 St,Miami,33137,"114,785","144,918",Other - Lodging/Residential,0,0,0,31.2,87.4,30.9,86.5,503.8,"1,325,066","1,325,066", -   , -   ,0,0,0,0,0,0,5670.6,0
2023,M10455,in compliance,645 Nw 1 St,Miami,33128,"158,619","153,321",Multifamily Housing,0,0,97,26,72.8,25.3,70.9,443.1,"1,168,063","1,168,063", -   , -   ,0,0,0,0,0,0,3941.8,59
2023,M10457,in compliance,670 Nw 6 St,Miami,33136,"171,447","171,447",Multifamily Housing,0,0,86,32,89.6,31.3,87.6,611,"1,607,184","1,607,184", -   , -   ,0,0,0,0,0,0,7952.1,44
2023,M10463,in compliance,701 Brickell Ave,Miami,33131,"1,110,657","739,974",Office,"2023, 2021, 2020, 2018, 2017, 2016, 2015, 2014, 2013, 2012, 2011, 2010, 2009, 2006",2023,76,54.3,152,53.6,150.1,4476.6,"11,774,500","11,774,501", -   , -   ,0,0,0,17575,23.8,3807.4,38014.2,0
2023,M10485,in compliance,800 Brickell Ave,Miami,33131,"419,174","221,897",Office,0,0,87,44.6,125,44.1,123.4,1103.8,"2,903,225","2,903,225", -   , -   ,0,0,0,6878.4,31,0,6878.4,0
2023,M10486,in compliance,800 Claughton Island Dr.,Miami,33131,"295,591","230,913",Multifamily Housing,0,0,83,36.7,101.2,36.7,100.8,930.3,"2,422,078","2,422,078","217,473","2,175",0,0,0,0,0,0,8570.6,63
2023,M10487,in compliance,800 N. Miami Ave,Miami,33136,"241,050","241,050",Multifamily Housing,0,0,97,28.9,80.9,28.5,79.9,775.7,"2,040,315","2,040,315", -   , -   ,0,0,0,0,0,0,15434.9,15
2023,M10488,in compliance,800 N. Miami Ave,Miami,33136,"214,926","214,926",Multifamily Housing,0,0,97,32.4,90.7,32,89.6,774,"2,040,315","2,040,315", -   , -   ,0,0,0,0,0,0,10614.1,42
2023,M10503,in compliance,848 Brickell Ave,Miami,33131,"197,951","197,951",Office,0,0,82,40.7,113.8,40.7,113.8,896.8,"2,358,764","2,358,764", -   , -   ,0,0,0,2419.4,12.2,70.7,2490,0
2023,M10509,in compliance,900 Biscayne Blvd,Miami,33132,"3,461,417","1,549,927",Multifamily Housing,0,0,59,31.6,88.5,31,86.8,5461.1,"14,361,560","14,361,556","16,227",162,0,0,0,0,0,0,61889.7,1
2023,M10510,in compliance,900 Brickell Key Dr.,Miami,33131,"843,405","400,413",Multifamily Housing,0,0,60,51.3,136.5,51.2,135.8,2189,"5,545,247","5,545,246","1,608,513","16,085",0,0,0,0,0,0,9313.1,93
2023,M10519,in compliance,92 Sw 3 St,Miami,33130,"940,544","779,066",Multifamily Housing,0,0,29,54.4,138.5,53.7,136.1,4353.4,"10,619,980","10,619,982","6,115,737","61,157",0,0,0,0,0,0,50572.3,1
2023,M10521,in compliance,950 Nw 42 Ave,Miami,33126,"174,596","127,000",Hotel,0,0,21,128.8,288.9,127.5,285,1516.2,"3,266,411","3,266,411","5,217,352","52,174",0,0,0,1390443,10948.4,0,1390443,0
2023,M10523,in compliance,955 Sw 2 Ave,Miami,33130,"100,169","143,411",Multifamily Housing,0,0,98,25.4,71.3,24.8,69.3,405.7,"1,069,614","1,069,613", -   , -   ,0,0,0,0,0,0,8962,5
2023,M10537,in compliance,1000 Biscayne Blvd,Miami,33132,"962,270","950,484",Other - Lodging/Residential,0,0,0,23.4,63.4,23,62.3,2412,"6,190,869","6,190,868","1,097,410","10,974",0,0,0,0,0,0,15416.6,0
2023,M10540,in compliance,1001 Nw 7 St,Miami,33136,"295,408","516,260",Multifamily Housing,0,0,96,26.3,73.6,26,72.9,1509.1,"3,978,297","3,978,297", -   , -   ,0,0,0,0,0,0,12089.5,76
2023,M10550,in compliance,1109 Sw 4 Av,Miami,33130,"110,353","110,000",Other - Education,0,0,0,45.1,121.7,43.8,118.2,534.7,"1,369,934","1,369,934","283,260","2,833",0,0,0,595.9,5.4,214.6,810.6,0
